,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
78,78,HCI Bibliography,http://dbpedia.org/resource/HCI_Bibliography,http://en.wikipedia.org/wiki/HCI_Bibliography,"The HCI Bibliography is a web-based project to provide a bibliography of Human Computer Interaction (HCI) literature. The goal of the Project is to put an electronic bibliography for most of HCI on the screens of all researchers, developers, educators and students in the field through the World-Wide Web and anonymous ftp access.",8144727626569679584,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['HCI Bibliography', 'Interaction']","['HCI Bibliography', 'Interaction']",set(),set(),0,0,5.989468205427398e-307
79,79,Conversational user interface,http://dbpedia.org/resource/Conversational_user_interface,http://en.wikipedia.org/wiki/Conversational_user_interface,"A conversational user interface (CUI) is a user interface for computers that emulates a conversation with a real human. Historically, computers have relied on text-based user interfaces and graphical user interfaces (GUIs) (such as the user pressing a ""back"" button) to translate the user's desired action into commands the computer understands. While an effective mechanism of completing computing actions, there is a learning curve for the user associated with GUI. Instead, CUIs provide opportunity for the user to communicate with the computer in their natural language rather than in a syntax specific commands. To do this, conversational interfaces use natural language processing (NLP) to allow computers to understand, analyze, and create meaning from human language. Unlike word processors, NLP considers the structure of human language (i.e., words make phrases; phrases make sentences which convey the idea or intent the user is trying to invoke). The ambiguous nature of human language makes it difficult for a machine to always correctly interpret the user's requests, which is why we have seen a shift toward natural-language understanding (NLU). NLU allows for sentiment analysis and conversational searches which allows a line of questioning to continue, with the context carried throughout the conversation. NLU allows conversational interfaces to handle unstructured inputs that the human brain is able to understand such as spelling mistakes of follow-up questions. For example, through leveraging NLU, a user could first ask for the population of the United States. If the user then asks ""Who is the president?"", the search will carry forward the context of the United States and provide the appropriate response. Conversational interfaces have emerged as a tool for businesses to efficiently provide consumers with relevant information, in a cost-effective manner. CUI provide ease of access to relevant, contextual information to the end user without the complexities and learning curve typically associated with technology. While there are a variety of interface brands, to date, there are two main categories of conversational interfaces; voice assistants and chatbots.",5657653067562682783,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,5.956359635073792e-307
80,80,Usability,http://dbpedia.org/resource/Usability,http://en.wikipedia.org/wiki/Usability,"Usability can be described as the capacity of a system to provide a condition for its users to perform the tasks safely, effectively, and efficiently while enjoying the experience. In software engineering, usability is the degree to which a software can be used by specified consumers to achieve quantified objectives with effectiveness, efficiency, and satisfaction in a quantified context of use. The object of use can be a software application, website, book, tool, machine, process, vehicle, or anything a human interacts with. A usability study may be conducted as a primary job function by a usability analyst or as a secondary job function by designers, technical writers, marketing personnel, and others. It is widely used in consumer electronics, communication, and knowledge transfer objects (such as a cookbook, a document or online help) and mechanical objects such as a door handle or a hammer. Usability includes methods of measuring usability, such as needs analysis and the study of the principles behind an object's perceived efficiency or elegance. In human-computer interaction and computer science, usability studies the elegance and clarity with which the interaction with a computer program or a web site (web usability) is designed. Usability considers user satisfaction and utility as quality components, and aims to improve user experience through iterative design.",3543755535973029838,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,['Usability'],"['Usability', 'Interaction', 'Selection rule']",{'Usability'},set(),0,0,0.10044208206217214
81,81,Outline of human–computer interaction,http://dbpedia.org/resource/Outline_of_human–computer_interaction,http://en.wikipedia.org/wiki/Outline_of_human–computer_interaction,"The following outline is provided as an overview of and topical guide to human–computer interaction: Human–Computer Interaction (HCI) – the intersection of computer science and behavioral sciences — this field involves the study, planning, and design of the interaction between people (users) and computers. Attention to human-machine interaction is important, because poorly designed human-machine interfaces can lead to many unexpected problems. A classic example of this is the Three Mile Island accident where investigations concluded that the design of the human-machine interface was at least partially responsible for the disaster.",5275720000332018893,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,['Interaction'],"['Interaction', 'Human–computer interaction']",{'Usability'},set(),0,0,6.061540868117744e-307
82,82,Interaction,http://dbpedia.org/resource/Interaction,http://en.wikipedia.org/wiki/Interaction,,1369296909808477420,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,0.4676875887530392
83,83,Digital Live Art,http://dbpedia.org/resource/Digital_Live_Art,http://en.wikipedia.org/wiki/Digital_Live_Art,"Digital Live Art is the intersection of Live Art (art form), Computing and Human Computer Interaction (HCI). It is used to describe live performance which is computer mediated - an orchestrated, temporal witnessed event occurring for any length of time and in any place using technological means. Digital Live Art borrows the methods, tools and theories from HCI to help inform and analyze the design and evaluation of Digital Live Art experiences.",794403918686834967,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Interaction', 'Digital Live Art']","['Interaction', 'Digital Live Art']",set(),set(),0,0,5.9637718363675684e-307
84,84,Computer user satisfaction,http://dbpedia.org/resource/Computer_user_satisfaction,http://en.wikipedia.org/wiki/Computer_user_satisfaction,"Computer user satisfaction (and closely related concepts such as system satisfaction, user satisfaction, computer system satisfaction, end user computing satisfaction) is the attitude of a user to the computer system they employ in the context of their work environments. Doll and Torkzadeh's (1988) definition of user satisfaction is, the opinion of the user about a specific computer application, which they use. In a broader sense, the definition of user satisfaction can be extended to user satisfaction with any computer-based electronic appliance. However, scholars distinguish between user satisfaction and usability as part of Human-Computer Interaction. Successful organisations have systems in place which they believe help maximise profits and minimise overheads. It is therefore desirable that all their systems succeed and remain successful; and this includes their computer-based systems. According to key scholars such as DeLone and McLean (2002), user satisfaction is a key measure of computer system success, if not synonymous with it. However, the development of techniques for defining and measuring user satisfaction have been ad hoc and open to question. The term Computer User Satisfaction is abbreviated to user satisfaction in this article.",6503897219501624551,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Interaction', 'Computer user satisfaction']","['Interaction', 'Computer user satisfaction']",set(),set(),0,0,0.10958026368410585
85,85,SIGCHI,http://dbpedia.org/resource/SIGCHI,http://en.wikipedia.org/wiki/SIGCHI,"The Special Interest Group on Computer–Human Interaction (SIGCHI) is one of the Association for Computing Machinery's special interest groups which is focused on human–computer interactions (HCI). It hosts the flagship annual international HCI conference, CHI, with over 3,000 attendees, and publishes ACM Interactions and ACM Transactions on Computer-Human Interaction (TOCHI). It also sponsors over 20 specialized conferences and provides in-cooperation support to over 30 conferences. SIGCHI has two membership publications, the ACM TechNews - SIGCHI Edition and ACM Interactions. Until 2000, the SIGCHI Bulletin was also published as a membership publication.",5028709887552749216,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Interaction', 'SIGCHI', 'ACM Transactions on Computer-Human Interaction']","['Interaction', 'SIGCHI', 'ACM Transactions on Computer-Human Interaction']",set(),set(),0,0,0.0765396397830715
86,86,Computer Supported Cooperative Work,http://dbpedia.org/resource/Computer_Supported_Cooperative_Work,http://en.wikipedia.org/wiki/Computer_Supported_Cooperative_Work,,7863502930596624158,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],"['Mind', 'Computer Supported Cooperative Work']",set(),set(),0,0,0.46771343259032666
87,87,Stuart K. Card,http://dbpedia.org/resource/Stuart_K._Card,http://en.wikipedia.org/wiki/Stuart_K._Card,,505061784333455102,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],"['Stuart K. Card', 'SIGCHI', 'Psychology', 'Interaction', 'Thomas P. Moran']",set(),set(),0,0,0.4676897316948338
88,88,User interface design,http://dbpedia.org/resource/User_interface_design,http://en.wikipedia.org/wiki/User_interface_design,"User interface (UI) design or user interface engineering is the design of user interfaces for machines and software, such as computers, home appliances, mobile devices, and other electronic devices, with the focus on maximizing usability and the user experience. In computer or software design, user interface (UI) design primarily focuses on information architecture. It is the process of building interfaces that clearly communicates to the user what's important. UI design refers to graphical user interfaces and other forms of interface design. The goal of user interface design is to make the user's interaction as simple and efficient as possible, in terms of accomplishing user goals (user-centered design). User interfaces are the points of interaction between users and designs. There are three types: 
* Graphical user interfaces (GUIs) - Users interact with visual representations on a computer's screen. The desktop is an example of a GUI. 
* Interfaces controlled through voice - Users interact with these through their voices. Most smart assistants, such as Siri on smartphones or Alexa on Amazon devices, use voice control. 
* Interactive interfaces utilizing gestures- Users interact with 3D design environments through their bodies, e.g., in virtual reality (VR) games. Interface design is involved in a wide range of projects, from computer systems, to cars, to commercial planes; all of these projects involve much of the same basic human interactions yet also require some unique skills and knowledge. As a result, designers tend to specialize in certain types of projects and have skills centered on their expertise, whether it is software design, user research, web design, or industrial design. Good user interface design facilitates finishing the task at hand without drawing unnecessary attention to itself. Graphic design and typography are utilized to support its usability, influencing how the user performs certain interactions and improving the aesthetic appeal of the design; design aesthetics may enhance or detract from the ability of users to use the functions of the interface. The design process must balance technical functionality and visual elements (e.g., mental model) to create a system that is not only operational but also usable and adaptable to changing user needs.",4995476790242262386,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Graphical user interface', 'User interface']","['User-centered design', 'User interface', 'User interface design', 'Usability']",{'Usability'},set(),0,0,5.9633087326828034e-307
89,89,Graphical user interface,http://dbpedia.org/resource/Graphical_user_interface,http://en.wikipedia.org/wiki/Graphical_user_interface,"The GUI (/ˌdʒiːjuːˈaɪ/ JEE-yoo-EYE or /ˈɡuːi/ GOO-ee), graphical user interface, is a form of user interface that allows users to interact with electronic devices through graphical icons and audio indicator such as primary notation, instead of text-based UIs, typed command labels or text navigation. GUIs were introduced in reaction to the perceived steep learning curve of CLIs (command-line interfaces), which require commands to be typed on a computer keyboard. The actions in a GUI are usually performed through direct manipulation of the graphical elements. Beyond computers, GUIs are used in many handheld mobile devices such as MP3 players, portable media players, gaming devices, smartphones and smaller household, office and industrial controls. The term GUI tends not to be applied to other lower-display resolution types of interfaces, such as video games (where HUD (head-up display) is preferred), or not including flat screens like volumetric displays because the term is restricted to the scope of 2D display screens able to describe generic information, in the tradition of the computer science research at the Xerox Palo Alto Research Center.",1700535801412643688,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],[],set(),set(),0,0,5.924065062972862e-307
90,90,User-centered design,http://dbpedia.org/resource/User-centered_design,http://en.wikipedia.org/wiki/User-centered_design,"User-centered design (UCD) or user-driven development (UDD) is a framework of process (not restricted to interfaces or technologies) in which usability goals, user characteristics, environment, tasks and workflow of a product, service or process are given extensive attention at each stage of the design process. These tests are conducted with/without actual users during each stage of the process from requirements, pre-production models and post production, completing a circle of proof back to and ensuring that ""development proceeds with the user as the center of focus."" Such testing is necessary as it is often very difficult for the designers of a product to understand intuitively the first-time users of their design experiences, and what each user's learning curve may look like. User-centered design is based on the understanding of a user, their demands, priorities and experiences and when used, is known to lead to an increased product usefulness and usability as it delivers satisfaction to the user. The chief difference from other product design philosophies is that user-centered design tries to optimize the product around how users can, want, or need to use the product so that users are not forced to change their behavior and expectations to accommodate the product. The users thus stand in the center of two concentric circles. The inner circle includes the context of the product, objectives of developing it and the environment it would run in. The outer circle involves more granular details of task detail, task organization, and task flow.",3291230780453289527,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,['User-centered design'],"['User-centered design', 'Interaction', 'Emotion']",{'Usability'},set(),0,0,0.08726412475125157
91,91,Thomas P. Moran,http://dbpedia.org/resource/Thomas_P._Moran,http://en.wikipedia.org/wiki/Thomas_P._Moran,"Thomas P. Moran is a Distinguished Engineer at the IBM Almaden Research Center in San Jose, California. He has been active in the field of human computer interaction for a very long time. In 1983 the book he wrote along with Stuart Card and Allen Newell The Psychology of Human-Computer Interaction was published. It became a very influential book in the field, partly for introducing the Goals, Operators, Methods, and Selection rules (GOMS) model. He founded and has been Editor-in-Chief of Human-Computer Interaction, one of the leading journals of the field. He is one of the first CHI Academy members and won ACM SIGCHI's 2004 Life Time Achievement Award. In 2003 he was inducted as a Fellow of the Association for Computing Machinery. In 2008 he was elected as a Fellow of AAAS. Unrelated to the other famous engineer, .",6910674465895262914,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Psychology', 'Selection rule', 'Interaction', 'SIGCHI', 'Thomas P. Moran']","['Psychology', 'Selection rule', 'Interaction', 'Thomas P. Moran', 'SIGCHI']",set(),set(),0,0,0.07649529016174333
92,92,ACM Transactions on Computer-Human Interaction,http://dbpedia.org/resource/ACM_Transactions_on_Computer-Human_Interaction,http://en.wikipedia.org/wiki/ACM_Transactions_on_Computer-Human_Interaction,ACM Transactions on Computer-Human Interaction is a peer-reviewed scientific journal covering research on human–computer interaction. It was established in 1994 and is published by the Association for Computing Machinery.,1394995452379354776,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Interaction', 'ACM Transactions on Computer-Human Interaction']","['Interaction', 'ACM Transactions on Computer-Human Interaction']",set(),set(),0,0,0.08146050817671353
93,93,Computer science,http://dbpedia.org/resource/Computer_science,http://en.wikipedia.org/wiki/Computer_science,"Computer science is the study of computation, automation, and information. Computer science spans theoretical disciplines (such as algorithms, theory of computation, information theory, and automation) to practical disciplines (including the design and implementation of hardware and software). Computer science is generally considered an area of academic research and distinct from computer programming. Algorithms and data structures are central to computer science.The theory of computation concerns abstract models of computation and general classes of problems that can be solved using them. The fields of cryptography and computer security involve studying the means for secure communication and for preventing security vulnerabilities. Computer graphics and computational geometry address the generation of images. Programming language theory considers different ways to describe computational processes, and database theory concerns the management of repositories of data. Human–computer interaction investigates the interfaces through which humans and computers interact, and software engineering focuses on the design and principles behind developing software. Areas such as operating systems, networks and embedded systems investigate the principles and design behind complex systems. Computer architecture describes the construction of computer components and computer-operated equipment. Artificial intelligence and machine learning aim to synthesize goal-orientated processes such as problem-solving, decision-making, environmental adaptation, planning and learning found in humans and animals. Within artificial intelligence, computer vision aims to understand and process image and video data, while natural language processing aims to understand and process textual and linguistic data. The fundamental concern of computer science is determining what can and cannot be automated. The Turing Award is generally recognized as the highest distinction in computer science.",3515881341528598803,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,['Computer science'],"['Computer science', 'Human–computer interaction']",set(),set(),0,0,0.10061115973054514
94,94,Interaction design,http://dbpedia.org/resource/Interaction_design,http://en.wikipedia.org/wiki/Interaction_design,"Interaction design, often abbreviated as IxD, is ""the practice of designing interactive digital products, environments, systems, and services."" Beyond the digital aspect, interaction design is also useful when creating physical (non-digital) products, exploring how a user might interact with it. Common topics of interaction design include design, human–computer interaction, and software development. While interaction design has an interest in form (similar to other design fields), its main area of focus rests on behavior. Rather than analyzing how things are, interaction design synthesizes and imagines things as they could be. This element of interaction design is what characterizes IxD as a design field as opposed to a science or engineering field. While disciplines such as software engineering have a heavy focus on designing for technical stakeholders, interaction design is focused on meeting the needs and optimizing the experience of users, within relevant technical or business constraints.",737662193229033968,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,"['Interaction', 'Interaction design']","['Interaction', 'Interaction design', 'Usability', 'Emotion']",{'Usability'},set(),0,0,5.983490907641119e-307
95,95,User interface,http://dbpedia.org/resource/User_interface,http://en.wikipedia.org/wiki/User_interface,"In the industrial design field of human–computer interaction, a user interface (UI) is the space where interactions between humans and machines occur. The goal of this interaction is to allow effective operation and control of the machine from the human end, while the machine simultaneously feeds back information that aids the operators' decision-making process. Examples of this broad concept of user interfaces include the interactive aspects of computer operating systems, hand tools, heavy machinery operator controls, and process controls. The design considerations applicable when creating user interfaces are related to, or involve such disciplines as, ergonomics and psychology. Generally, the goal of user interface design is to produce a user interface that makes it easy, efficient, and enjoyable (user-friendly) to operate a machine in the way which produces the desired result (i.e. maximum usability). This generally means that the operator needs to provide minimal input to achieve the desired output, and also that the machine minimizes undesired outputs to the user. User interfaces are composed of one or more layers, including a human-machine interface (HMI) that interfaces machines with physical input hardware such as keyboards, mice, or game pads, and output hardware such as computer monitors, speakers, and printers. A device that implements an HMI is called a human interface device (HID). Other terms for human–machine interfaces are man–machine interface (MMI) and, when the machine in question is a computer, human–computer interface. Additional UI layers may interact with one or more human senses, including: tactile UI (touch), visual UI (sight), auditory UI (sound), olfactory UI (smell), equilibria UI (balance), and gustatory UI (taste). Composite user interfaces (CUIs) are UIs that interact with two or more senses. The most common CUI is a graphical user interface (GUI), which is composed of a tactile UI and a visual UI capable of displaying graphics. When sound is added to a GUI, it becomes a multimedia user interface (MUI). There are three broad categories of CUI: standard, virtual and augmented. Standard CUI use standard human interface devices like keyboards, mice, and computer monitors. When the CUI blocks out the real world to create a virtual reality, the CUI is virtual and uses a virtual reality interface. When the CUI does not block out the real world and creates augmented reality, the CUI is augmented and uses an augmented reality interface. When a UI interacts with all human senses, it is called a qualia interface, named after the theory of qualia. CUI may also be classified by how many senses they interact with as either an X-sense virtual reality interface or X-sense augmented reality interface, where X is the number of senses interfaced with. For example, a Smell-O-Vision is a 3-sense (3S) Standard CUI with visual display, sound and smells; when virtual reality interfaces interface with smells and touch it is said to be a 4-sense (4S) virtual reality interface; and when augmented reality interfaces interface with smells and touch it is said to be a 4-sense (4S) augmented reality interface.",4127083805283263914,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,['User interface'],['User interface'],set(),set(),0,0,5.975097542049165e-307
96,96,Brain–computer interface,http://dbpedia.org/resource/Brain–computer_interface,http://en.wikipedia.org/wiki/Brain–computer_interface,"A brain–computer interface (BCI), sometimes called a brain–machine interface (BMI), is a direct communication pathway between the brain's electrical activity and an external device, most commonly a computer or robotic limb. BCIs are often directed at researching, mapping, assisting, augmenting, or repairing human cognitive or sensory-motor functions. Implementations of BCIs range from non-invasive (EEG, MEG, EOG, MRI) and partially invasive (ECoG and endovascular) to invasive (microelectrode array), based on how close electrodes get to brain tissue. Research on BCIs began in the 1970s by Jacques Vidal at the University of California, Los Angeles (UCLA) under a grant from the National Science Foundation, followed by a contract from DARPA. The Vidal's 1973 paper marks the first appearance of the expression brain–computer interface in scientific literature. Due to the cortical plasticity of the brain, signals from implanted prostheses can, after adaptation, be handled by the brain like natural sensor or effector channels. Following years of animal experimentation, the first neuroprosthetic devices implanted in humans appeared in the mid-1990s. Recently, studies in human-computer interaction via the application of machine learning to statistical temporal features extracted from the frontal lobe (EEG brainwave) data has had high levels of success in autonomous recognition of fall detection as a medical alarm, mental state (Relaxed, Neutral, Concentrating), mental emotional state (Negative, Neutral, Positive), and thalamocortical dysrhythmia.",5899351808290523806,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],"['Interaction', 'Mind']",set(),set(),0,0,0.06090695628497267
97,97,Human–robot interaction,http://dbpedia.org/resource/Human–robot_interaction,http://en.wikipedia.org/wiki/Human–robot_interaction,"Human–robot interaction is the study of interactions between humans and robots. It is often referred as HRI by researchers. Human–robot interaction is a multidisciplinary field with contributions from human–computer interaction, artificial intelligence, robotics, natural-language understanding, design, and psychology.",309442277580442257,related_concept,Human–computer interaction,2024-11-18 23:15:04.822,[],"['Human–robot interaction', 'Interaction']",set(),set(),0,0,6.0006626031922845e-307
98,98,Human–computer interaction,http://dbpedia.org/resource/Human–computer_interaction,http://en.wikipedia.org/wiki/Human–computer_interaction,"Human–computer interaction (HCI) is research in the design and the use of computer technology, which focuses on the interfaces between people (users) and computers. HCI researchers observe the ways humans interact with computers and design technologies that allow humans to interact with computers in novel ways. A device that allows interaction between human being and a computer is known as a ""Human-computer Interface (HCI)"". As a field of research, human–computer interaction is situated at the intersection of computer science, behavioral sciences, design, media studies, and several other fields of study. The term was popularized by Stuart K. Card, Allen Newell, and Thomas P. Moran in their 1983 book, The Psychology of Human–Computer Interaction. The first known use was in 1975 by Carlisle. The term is intended to convey that, unlike other tools with specific and limited uses, computers have many uses which often involve an open-ended dialogue between the user and the computer. The notion of dialogue likens human–computer interaction to human-to-human interaction: an analogy that is crucial to theoretical considerations in the field.",3898105803196156521,main_concept,,2024-11-18 23:15:04.822,"['Psychology', 'Interaction', 'Stuart K. Card', 'Thomas P. Moran']","['Human–computer interaction', 'Psychology', 'Interaction', 'Stuart K. Card', 'Thomas P. Moran', 'Graphical user interface', 'SIGCHI']",set(),set(),0,0,6.019130104237566e-307
